TIME1,V1,V2,V3,V4,V5,V6,V7,V8,V9,V14,V10,V11,V12,V13,label
0.0,0.4999045542858294,0.4329980077710047,0.4329980077710047,0.4329980077710047,0.4983897299027272,0.4983897299027272,0.4983897299027272,0.4983894884952943,0.4851885710830528,0.4851885710830528,0.4829803930292821,0.0,0.0,0.4839020825028957,3
1e-07,0.5001664112122934,0.4541354344178216,0.4541354344178216,0.4541354344178216,0.4982502075831051,0.4982502075831051,0.4982502075831051,0.4982499588151165,0.4848660800530216,0.4848660800530216,0.4828858910486054,0.0,0.0,0.4835146880723323,3
2e-07,0.5004282677252495,0.4578857410433556,0.4578857410433556,0.4578857410433556,0.498069590329115,0.498069590329115,0.498069590329115,0.498069334467341,0.4845937241990796,0.4845937241990796,0.4827393978229136,0.0,0.0,0.4831874460944721,3
4e-07,0.5009519778566107,0.4595878014853838,0.4595878014853838,0.4595878014853838,0.497694653098067,0.497694653098067,0.497694653098067,0.4976943815200618,0.4839693128368412,0.4839693128368412,0.4823496839844258,0.0,0.0,0.4824372464913791,3
8e-07,0.5019993749630476,0.4593065604117328,0.4593065604117328,0.4593065604117328,0.4969360871300762,0.4969360871300762,0.4969360871300762,0.4969357850852591,0.4827852876272192,0.4827852876272192,0.4812832133015737,0.0,0.0,0.4810146431631404,3
1.6e-06,0.5040939839295228,0.4613411711389972,0.4613411711389972,0.4613411711389972,0.4954252367881567,0.4954252367881567,0.4954252367881567,0.4954248720655587,0.4803080448815653,0.4803080448815653,0.4788718965536669,0.0,0.0,0.4780383305381104,3
3.2e-06,0.5082817200156476,0.4631956256458238,0.4631956256458238,0.4631956256458238,0.4923994103515374,0.4923994103515374,0.4923994103515374,0.4923989223653701,0.4754816883039343,0.4754816883039343,0.4740212495039368,0.0,0.0,0.4722395519591404,3
6.4e-06,0.5166453413923175,0.4689064455143352,0.4689064455143352,0.4689064455143352,0.4863612110611917,0.4863612110611917,0.4863612110611917,0.48636047461866,0.4657027772101887,0.4657027772101887,0.4643313908499858,0.0,0.0,0.4604904775668862,3
1.24799999999e-05,0.5324505115582953,0.4780462512730992,0.4780462512730992,0.4780462512730992,0.4749471457841857,0.4749471457841857,0.4749471457841857,0.4749459417562934,0.4473412318743834,0.4473412318743834,0.4460243770540568,0.0,0.0,0.438429531825362,3
2.46399999999e-05,0.5634000581955866,0.4961299530669407,0.4961299530669407,0.4961299530669407,0.4525987801952221,0.4525987801952221,0.4525987801952221,0.4525966597870423,0.4113384608273941,0.4113384608273941,0.4101627512384885,0.0,0.0,0.3951731237513027,3
4.02649999999e-05,0.6008995178206722,0.5169743726935963,0.5169743726935963,0.5169743726935963,0.4255224866821435,0.4255224866821435,0.4255224866821435,0.4255192561087672,0.3677239034775481,0.3677239034775481,0.3666878946953717,0.0,0.0,0.3427713457652823,3
5.58899999999e-05,0.6345177976357419,0.5347396131290907,0.5347396131290907,0.5347396131290907,0.4012514261937058,0.4012514261937058,0.4012514261937058,0.4012472005076898,0.328630057747259,0.328630057747259,0.3276933288046201,0.0,0.0,0.2958010859960138,3
7.1515e-05,0.6629629660008509,0.5484400020907856,0.5484400020907856,0.5484400020907856,0.3807176051698999,0.3807176051698999,0.3807176051698999,0.3807125376839422,0.2955609792194748,0.2955609792194748,0.2946702030167329,0.0,0.0,0.2560694268577849,3
