TIME1,V1,V2,V3,V4,V5,V6,V7,V8,V9,V14,V10,V11,V12,V13,label
0.0,0.4999045542858294,0.4299637785404684,0.4299637785404684,0.4299637785404684,0.5019755072209736,0.5019755072209736,0.5019755072209736,0.5019754128510527,0.49096565555368,0.49096565555368,0.4887311833908392,0.0,0.0,0.4908428984806124,2
1e-07,0.5001664112122934,0.4340808254620469,0.4340808254620469,0.4340808254620469,0.5019635893169061,0.5019635893169061,0.5019635893169061,0.5019634942739639,0.490929432844371,0.490929432844371,0.488720568776923,0.0,0.0,0.4908066378450322,2
1.0369258539882717e-07,0.5001760804975507,0.4340715524081133,0.4340715524081133,0.4340715524081133,0.5019629865382049,0.5019629865382049,0.5019629865382049,0.5019628914678436,0.490928074279381,0.490928074279381,0.4887201622522863,0.0,0.0,0.4908052777071417,2
1.1107775619648153e-07,0.5001954190662906,0.4338091344947656,0.4338091344947656,0.4338091344947656,0.501961601499716,0.501961601499716,0.501961601499716,0.5019615063718782,0.4909253478432546,0.4909253478432546,0.4887193203626844,0.0,0.0,0.4908025479451007,2
1.258480977917902e-07,0.5002340961960885,0.4324671110998679,0.4324671110998679,0.4324671110998679,0.5019586800635161,0.5019586800635161,0.5019586800635161,0.5019585848186382,0.4909198969856833,0.4909198969856833,0.4887174687735318,0.0,0.0,0.4907970902910021,2
1.553887809824076e-07,0.5003114504202926,0.4299098139065336,0.4299098139065336,0.4299098139065336,0.5019554364324259,0.5019554364324259,0.5019554364324259,0.5019553409477734,0.4909059903687116,0.4909059903687116,0.4887129695521095,0.0,0.0,0.4907831703996085,2
1.993591825383139e-07,0.5004265897051811,0.4292140397259345,0.4292140397259345,0.4292140397259345,0.5019558126935614,0.5019558126935614,0.5019558126935614,0.5019557163442767,0.4908437774867931,0.4908437774867931,0.4887008472425986,0.0,0.0,0.4907209125094549,2
2.484792711369338e-07,0.5005552135820641,0.4301853935110671,0.4301853935110671,0.4301853935110671,0.5019570942824778,0.5019570942824778,0.5019570942824778,0.5019569933645079,0.4905157529690672,0.4905157529690672,0.4886535872489137,0.0,0.0,0.4903926500024686,2
3.216688993631197e-07,0.5007468645069588,0.4301055130438271,0.4301055130438271,0.4301055130438271,0.5019565503770259,0.5019565503770259,0.5019565503770259,0.5019558911998421,0.4505906542162662,0.4505906542162662,0.4832915584010082,0.0,0.0,0.4504384335185955,2
3.316694565530345e-07,0.5007730514448757,0.4299945088883987,0.4299945088883987,0.4299945088883987,0.5019564492598951,0.5019564492598951,0.5019564492598951,0.501955615737948,0.4381219477995378,0.4381219477995378,0.4816176791648054,0.0,0.0,0.4379606336293132,2
3.516705709328642e-07,0.500825425279147,0.4298939158906023,0.4298939158906023,0.4298939158906023,0.5019564171685162,0.5019564171685162,0.5019564171685162,0.5019550437376115,0.3995087131387798,0.3995087131387798,0.4764345078890246,0.0,0.0,0.3993192384686826,2
3.916727996925235e-07,0.5009301727698597,0.4299170024641512,0.4299170024641512,0.4299170024641512,0.50195653283493,0.50195653283493,0.50195653283493,0.5019522126620123,0.1887631863175916,0.1887631863175916,0.4481485450268579,0.0,0.0,0.1884200159369655,2
4.089439114350293e-07,0.5009753978118296,0.4299417082213495,0.4299417082213495,0.4299417082213495,0.5019565607395774,0.5019565607395774,0.5019565607395774,0.5019506008923534,0.071496755598831,0.071496755598831,0.4256930170565239,0.0,0.0,0.0710680633327262,2
4.175232962689208e-07,0.5009978632282662,0.4299591480890399,0.4299591480890399,0.4299591480890399,0.5019565802238117,0.5019565802238117,0.5019565802238117,0.5019505808066667,0.0686667702526602,0.0686667702526602,0.4134565675679316,0.0,0.0,0.068236014109016,2
4.239262457139321e-07,0.5010146295649636,0.4299730311126382,0.4299730311126382,0.4299730311126382,0.5019565962337834,0.5019565962337834,0.5019565962337834,0.5019505814044122,0.067564501016623,0.067564501016623,0.4043451171278662,0.0,0.0,0.0671329410081434,2
4.301944660679427e-07,0.5010310431020814,0.4299846456538034,0.4299846456538034,0.4299846456538034,0.5019566079841424,0.5019566079841424,0.5019566079841424,0.5019505676177144,0.0657381273225749,0.0657381273225749,0.3956204784841748,0.0,0.0,0.0653052353588249,2
4.42730906775964e-07,0.5010638701552471,0.4300002263341866,0.4300002263341866,0.4300002263341866,0.5019566191829279,0.5019566191829279,0.5019566191829279,0.5019505450707954,0.0633246872085018,0.0633246872085018,0.378730658613305,0.0,0.0,0.062890035143889,2
4.643320084847418e-07,0.5011204332323415,0.4300077253294603,0.4300077253294603,0.4300077253294603,0.5019566148463669,0.5019566148463669,0.5019566148463669,0.5019504724025405,0.058437738133661,0.058437738133661,0.351298060462839,0.0,0.0,0.0579995220335493,2
5.05940835195897e-07,0.5012293868298159,0.4299968636050266,0.4299968636050266,0.4299968636050266,0.5019565930224951,0.5019565930224951,0.5019565930224951,0.5019503462288888,0.0509748612014,0.0509748612014,0.3038854666440554,0.0,0.0,0.0505312024356,2
5.891584886182075e-07,0.5014472929083698,0.429990106348157,0.429990106348157,0.429990106348157,0.5019565923836928,0.5019565923836928,0.5019565923836928,0.5019501637294201,0.0379685311897811,0.0379685311897811,0.2270850386398174,0.0,0.0,0.0375153869618433,2
7.555937954628285e-07,0.5018830997658562,0.4299989004585995,0.4299989004585995,0.4299989004585995,0.5019566010335962,0.5019566010335962,0.5019566010335962,0.5019499424090943,0.0215214870393382,0.0215214870393382,0.1253041098772787,0.0,0.0,0.0210563480599501,2
9.454726103683012e-07,0.5023802822081116,0.4299922929108675,0.4299922929108675,0.4299922929108675,0.5019565934745649,0.5019565934745649,0.5019565934745649,0.5019497876234081,0.0109921229048777,0.0109921229048777,0.0633873219198789,0.0,0.0,0.0105193048974173,2
