TIME1,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
0.0,0.49990455428582947,0.49808575271305733,0.49808575271305733,0.49808575271305733,0.48727371216110005,0.48727371216110005,0.48727371216110005,0.48727332803553686,0.484037425022167,0.484037425022167,0.485097534345894,0.0,0.0,0.4838984192551858
1e-07,0.5005330109093429,0.4984177961571259,0.4984177961571259,0.4984177961571259,0.4869494936313352,0.4869494936313352,0.4869494936313352,0.48694909134037917,0.4830197310446098,0.4830197310446098,0.4848011835961948,0.0,0.0,0.48287962042153815
1.7661251661976317e-07,0.5010144867254143,0.49847299771401765,0.49847299771401765,0.49847299771401765,0.4866314598492507,0.4866314598492507,0.4866314598492507,0.486631046731602,0.48253789903693856,0.48253789903693856,0.48451369063681593,0.0,0.0,0.48239710121538987
3.2983754985928946e-07,0.5019774348250009,0.4985020214279601,0.4985020214279601,0.4985020214279601,0.48596694205398777,0.48596694205398777,0.48596694205398777,0.48596649764520966,0.4808908153367585,0.4808908153367585,0.48368334535368196,0.0,0.0,0.48074808994392176
6.36287616338342e-07,0.503903304398588,0.49849514085790814,0.49849514085790814,0.49849514085790814,0.48461522703531734,0.48461522703531734,0.48461522703531734,0.4846147365585194,0.4788390697298272,0.4788390697298272,0.4815672406892291,0.0,0.0,0.4786934206316435
1.2491877492e-06,0.5077548370828017,0.49852181347116264,0.49852181347116264,0.49852181347116264,0.48192609129206676,0.48192609129206676,0.48192609129206676,0.48192547957998144,0.472571996716081,0.472571996716081,0.476279771312756,0.0,0.0,0.47241885304700987
2.4749880152e-06,0.5154562769850654,0.4985424859429983,0.4985424859429983,0.4985424859429983,0.476537585110866,0.476537585110866,0.476537585110866,0.4765367693028913,0.4628824674663414,0.4628824674663414,0.4657609953247216,0.0,0.0,0.46271650883218235
4.926588547e-06,0.5308462602431173,0.4986129026704553,0.4986129026704553,0.4986129026704553,0.4657799730686067,0.4657799730686067,0.4657799730686067,0.4657787049247912,0.44022350097147805,0.44022350097147805,0.44435304886076643,0.0,0.0,0.44002941311140215
9.5846295575e-06,0.5599942786446931,0.49872312548901565,0.49872312548901565,0.49872312548901565,0.4453981256483653,0.4453981256483653,0.4453981256483653,0.4453960390525528,0.40014115461741623,0.40014115461741623,0.4041594019980312,0.0,0.0,0.3998959591207191
1.6259278873e-05,0.6013776145279729,0.49888329334805404,0.49888329334805404,0.49888329334805404,0.4164636604664114,0.4164636604664114,0.4164636604664114,0.41646039962065157,0.3423265851746792,0.3423265851746792,0.3469656419773204,0.0,0.0,0.3420081352747824
2.96085775041e-05,0.681717937750636,0.49918721798177357,0.49918721798177357,0.49918721798177357,0.36029468661690695,0.36029468661690695,0.36029468661690695,0.3602891472196558,0.23016499211876154,0.23016499211876154,0.2359164299894604,0.0,0.0,0.22970439164008088
4.52335775041e-05,0.7691151659745615,0.4994988810375367,0.4994988810375367,0.4994988810375367,0.2991957166377609,0.2991957166377609,0.2991957166377609,0.2991876986465255,0.10815503070224967,0.10815503070224967,0.11503366039274346,0.0,0.0,0.10753980001362079
4.71867025041e-05,0.7793774390953055,0.4995345018207553,0.4995345018207553,0.4995345018207553,0.29202193401363447,0.29202193401363447,0.29202193401363447,0.29201362509614265,0.09383630599418523,0.09383630599418523,0.10083599207148243,0.0,0.0,0.09320292498483024
5.10929525041e-05,0.799390873084402,0.49960325878469014,0.49960325878469014,0.49960325878469014,0.27803201679945716,0.27803201679945716,0.27803201679945716,0.27802314031727127,0.06589674066077644,0.06589674066077644,0.07314526071432681,0.0,0.0,0.06522795162535927
5.89054525041e-05,0.8372067987551293,0.49972965328214114,0.49972965328214114,0.49972965328214114,0.2515989360046217,0.2515989360046217,0.2515989360046217,0.2515889874060591,0.013126009723308771,0.013126009723308771,0.020810370840012297,0.0,0.0,0.012390334273795489
5.91495931291e-05,0.8383380197664516,0.49973271615500225,0.49973271615500225,0.49973271615500225,0.2508080260420365,0.2508080260420365,0.2508080260420365,0.2507980452456135,0.011538268083089989,0.011538268083089989,0.019242026534543558,0.0,0.0,0.010800584570670457
5.96378743791e-05,0.84059089477759,0.4997405357639799,0.4997405357639799,0.4997405357639799,0.24923350709491263,0.24923350709491263,0.24923350709491263,0.2492234620908921,0.008369383306318492,0.008369383306318492,0.01610522448923751,0.0,0.0,0.007627696016896557
5.97599446916e-05,0.8411521126692734,0.4997420238032855,0.4997420238032855,0.4997420238032855,0.2488411171959311,0.2488411171959311,0.2488411171959311,0.2488310521048373,0.0072778815110973345,0.0072778815110973345,0.015261482708279497,0.0,0.0,0.006534964696087886
5.97904622698e-05,0.8412922917267904,0.49974259986107183,0.49974259986107183,0.49974259986107183,0.24874317900887027,0.24874317900887027,0.24874317900887027,0.24873310739723317,0.006894146016496551,0.006894146016496551,0.01502633103856263,0.0,0.0,0.006150836849402153
5.9851497426e-05,0.8415724991990028,0.49974349289255793,0.49974349289255793,0.49974349289255793,0.2485473176844143,0.2485473176844143,0.2485473176844143,0.24853723349039694,0.006160540453836388,0.006160540453836388,0.014510873268213912,0.0,0.0,0.005416472602882583
5.99735677385e-05,0.8421323109953598,0.4997453352546155,0.4997453352546155,0.4997453352546155,0.2481560376636495,0.2481560376636495,0.2481560376636495,0.24814594533317108,0.00595061231050939,0.00595061231050939,0.013604373952942487,0.0,0.0,0.005205993002363241
5.99973382757e-05,0.8422412285278791,0.4997456742654198,0.4997456742654198,0.4997456742654198,0.24807990314699482,0.24807990314699482,0.24807990314699482,0.24806981254015556,0.006154009272826338,0.006154009272826338,0.013478711243733024,0.0,0.0,0.0054094702187377774
6.00448793501e-05,0.8424589719458768,0.4997463875456325,0.4997463875456325,0.4997463875456325,0.24792771070662434,0.24792771070662434,0.24792771070662434,0.24791763246517465,0.0072194262823295705,0.0072194262823295705,0.013374635253819793,0.0,0.0,0.006475553570178427
6.00567646187e-05,0.8425133887001597,0.49974656235667103,0.49974656235667103,0.49974656235667103,0.24788967476319962,0.24788967476319962,0.24788967476319962,0.24787960269714376,0.007713558790851973,0.007713558790851973,0.013389085014649844,0.0,0.0,0.006970027587507144
6.00805351559e-05,0.8426221992799667,0.4997469164382937,0.4997469164382937,0.4997469164382937,0.2478136205137795,0.2478136205137795,0.2478136205137795,0.24780357099194567,0.009454702297584943,0.009454702297584943,0.013520394077654572,0.0,0.0,0.008712432265708836
6.01206019119e-05,0.8428055372317347,0.49974751678441853,0.49974751678441853,0.49974751678441853,0.247685475995041,0.247685475995041,0.247685475995041,0.2476755433455838,0.018215065226204502,0.018215065226204502,0.014515764229330593,0.0,0.0,0.017479394478970067
6.01600497998e-05,0.8429859584363726,0.4997481199280127,0.4997481199280127,0.4997481199280127,0.24755937455711347,0.24755937455711347,0.24755937455711347,0.2475498279282021,0.04685290940055592,0.04685290940055592,0.018158243845325512,0.0,0.0,0.04613910391658227
6.02085734084e-05,0.8432077732585845,0.4997489356078306,0.4997489356078306,0.4997489356078306,0.2474043680182064,0.2474043680182064,0.2474043680182064,0.24739691261359914,0.2014675063678457,0.2014675063678457,0.03855370623765944,0.0,0.0,0.20087227501245503
6.02595898465e-05,0.8434408458416502,0.49975007931443294,0.49975007931443294,0.49975007931443294,0.24724159480838362,0.24724159480838362,0.24724159480838362,0.24724298304829742,0.8548296255480177,0.8548296255480177,0.13284628146598568,0.0,0.0,0.8547359493756201
6.02949630678e-05,0.8436023682834615,0.4997503746544689,0.4997503746544689,0.4997503746544689,0.2471286170112502,0.2471286170112502,0.2471286170112502,0.24713025262811006,0.873214014657396,0.873214014657396,0.23291510775036212,0.0,0.0,0.8731343431974221
6.03281426979e-05,0.8437538125470516,0.4997505786410579,0.4997505786410579,0.4997505786410579,0.24702266302542644,0.24702266302542644,0.24702266302542644,0.24702446248650198,0.8854215825700185,0.8854215825700185,0.31618388421665977,0.0,0.0,0.8853511796396867
6.03677481482e-05,0.8439345083972281,0.49975115540598125,0.49975115540598125,0.49975115540598125,0.2468963605877637,0.2468963605877637,0.2468963605877637,0.246898371788703,0.9011871014940154,0.9011871014940154,0.4040381647962777,0.0,0.0,0.9011286789529844
6.04469590489e-05,0.8442956444020508,0.4997523511562538,0.4997523511562538,0.4997523511562538,0.24664394977296605,0.24664394977296605,0.24664394977296605,0.24664628068326297,0.9250533736350695,0.9250533736350695,0.5479934672027044,0.0,0.0,0.9250130262837166
6.06053808503e-05,0.8450168923776624,0.49975468226237085,0.49975468226237085,0.49975468226237085,0.24613982509851695,0.24613982509851695,0.24613982509851695,0.24614258962469812,0.95758444132663,0.95758444132663,0.7442429641775381,0.0,0.0,0.9575685718182567
6.08332420559e-05,0.8460518784293833,0.4997580242388544,0.4997580242388544,0.4997580242388544,0.2454164111383048,0.2454164111383048,0.2454164111383048,0.2454195016745384,0.9823868003236168,0.9823868003236168,0.893861400092723,0.0,0.0,0.9823892550600803
6.11054982529e-05,0.8472847923461071,0.4997620011935817,0.4997620011935817,0.4997620011935817,0.24455465623381578,0.24455465623381578,0.24455465623381578,0.24455789930941813,0.9945147158093884,0.9945147158093884,0.9670208364619582,0.0,0.0,0.9945256240929425
6.14355391283e-05,0.8487739309665805,0.49976679856793416,0.49976679856793416,0.49976679856793416,0.24351381505170114,0.24351381505170114,0.24351381505170114,0.24351711084848332,0.999448946677285,0.999448946677285,0.9967807247522685,0.0,0.0,0.9994626058528937
6.18362642112e-05,0.8505739266913668,0.4997725846370349,0.4997725846370349,0.4997725846370349,0.2422557032748929,0.2422557032748929,0.2422557032748929,0.24225898926399198,0.9999818763992275,0.9999818763992275,0.9999864399034848,0.0,0.0,0.9999946900022567
6.25531253799e-05,0.8537717454095097,0.4997828295063975,0.4997828295063975,0.4997828295063975,0.24002059223930014,0.24002059223930014,0.24002059223930014,0.24002383455660192,0.9989899677394631,0.9989899677394631,0.9939856068924805,0.0,0.0,0.998999790409574
6.38531552508e-05,0.8594975619068259,0.4998010621734581,0.4998010621734581,0.4998010621734581,0.23601858368817857,0.23601858368817857,0.23601858368817857,0.23602177380729086,0.9991340972505216,0.9991340972505216,0.9948251691551244,0.0,0.0,0.999140039092353
