TIME1,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,label
0.0,0.4999045542858294,0.4980857527130573,0.4980857527130573,0.4980857527130573,0.4872737121611,0.4872737121611,0.4872737121611,0.4872733280355368,0.484037425022167,0.484037425022167,0.485097534345894,0.0,0.0,0.4838984192551858,1
1e-07,0.5004282681387573,0.4983624555831141,0.4983624555831141,0.4983624555831141,0.4870035300529628,0.4870035300529628,0.4870035300529628,0.4870031307895722,0.4831893467075546,0.4831893467075546,0.4848505753878167,0.0,0.0,0.4830494202271529,1
1.8240831060229285e-07,0.5008598512922109,0.4984093289647555,0.4984093289647555,0.4984093289647555,0.4867175405283811,0.4867175405283811,0.4867175405283811,0.4867171312735894,0.4827371856383327,0.4827371856383327,0.4845846961894759,0.0,0.0,0.4825966267039612,1
3.472249318068786e-07,0.5017230140628681,0.4984329748344231,0.4984329748344231,0.4984329748344231,0.4861210546121666,0.4861210546121666,0.4861210546121666,0.4861206182218579,0.4813290493558553,0.4813290493558553,0.483832615517091,0.0,0.0,0.4811868141915279,1
6.768581742160501e-07,0.5034493124998987,0.4984276642516985,0.4984276642516985,0.4984276642516985,0.4849097130837354,0.4849097130837354,0.4849097130837354,0.484909233289258,0.4793337714395637,0.4793337714395637,0.4818760247092689,0.0,0.0,0.4791887959365812,1
1.336124659e-06,0.5069016972852347,0.4984510803452888,0.4984510803452888,0.4984510803452888,0.4824990913648976,0.4824990913648976,0.4824990913648976,0.4824985060512888,0.4739491658682533,0.4739491658682533,0.4771346609920121,0.0,0.0,0.4737976512252347,1
2.6546576286e-06,0.5138047892124237,0.4984699612783529,0.4984699612783529,0.4984699612783529,0.4776692988051574,0.4776692988051574,0.4776692988051574,0.4776685266622873,0.4649765969416317,0.4649765969416317,0.467668042168649,0.0,0.0,0.4648133751354961,1
5.2917235679e-06,0.5275976308536051,0.4985327307136793,0.4985327307136793,0.4985327307136793,0.4680279980621764,0.4680279980621764,0.4680279980621764,0.4680268248454272,0.4449882634030315,0.4449882634030315,0.4485247121164126,0.0,0.0,0.4448000765347131,1
1.03021488525e-05,0.5537077640182719,0.498631474721289,0.498631474721289,0.498631474721289,0.4497705056117967,0.4497705056117967,0.4497705056117967,0.4497685969299447,0.4089123612854323,0.4089123612854323,0.4124965823276624,0.0,0.0,0.4086782621133791,1
1.94228694596e-05,0.6006178862081724,0.4988124191790315,0.4988124191790315,0.4988124191790315,0.4169722580971386,0.4169722580971386,0.4169722580971386,0.4169690185784707,0.3433935399841506,0.3433935399841506,0.3476647327987225,0.0,0.0,0.3430764166629408,1
