TIME1,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
0.0,1.62,1.618307593127969,1.618307593127969,1.618307593127969,1.6064053551671476,1.6064053551671476,1.6064053551671476,1.6064053869654675,1.5937900375864975,1.5937900375864975,1.5937900375052143,1.62,1.62,1.6080851665718128
1e-07,1.6206283183653514,1.618390425379347,1.618390425379347,1.618390425379347,1.6059427026783697,1.6059427026783697,1.6059427026783697,1.6059427261023922,1.5920894511048458,1.5920894511048458,1.5932894232921946,1.62,1.62,1.607312341905191
2e-07,1.621256635738502,1.618405121909577,1.618405121909577,1.618405121909577,1.605343780500081,1.605343780500081,1.605343780500081,1.6053438074881692,1.5910623807241944,1.5910623807241944,1.592633832285652,1.62,1.62,1.6068454197391977
4e-07,1.6225132635394095,1.6184117918268346,1.6184117918268346,1.6184117918268346,1.6041004981191431,1.6041004981191431,1.6041004981191431,1.6041005197144065,1.5878874651884511,1.5878874651884511,1.590774009259154,1.62,1.62,1.6054023852823378
8e-07,1.625026463578365,1.6184106897706536,1.6184106897706536,1.6184106897706536,1.6015851127785614,1.6015851127785614,1.6015851127785614,1.601585144138616,1.583149667151138,1.583149667151138,1.5859930739210897,1.62,1.62,1.603248643488627
1.6e-06,1.6300524191627288,1.6184186628204127,1.6184186628204127,1.6184186628204127,1.596575171318824,1.596575171318824,1.596575171318824,1.5965751894067066,1.5710456302436695,1.5710456302436695,1.5748685776831188,1.62,1.62,1.597747076742713
3.2e-06,1.6401007746814766,1.6184259300538897,1.6184259300538897,1.6184259300538897,1.5865416080064487,1.5865416080064487,1.5865416080064487,1.5865416405797852,1.5501525417671058,1.5501525417671058,1.5529091789988998,1.62,1.62,1.5882499258671774
6.4e-06,1.6601690500666972,1.6184483092221391,1.6184483092221391,1.6184483092221391,1.5665190925516574,1.5665190925516574,1.5665190925516574,1.566519107692718,1.5046813457715005,1.5046813457715005,1.5085676271238515,1.62,1.62,1.5675815529165178
1.24799999999e-05,1.698093113473714,1.6184841258774307,1.6184841258774307,1.6184841258774307,1.528670342535024,1.528670342535024,1.528670342535024,1.5286703640463493,1.421932617402584,1.421932617402584,1.425196777179497,1.62,1.62,1.5299683664915689
2.46399999999e-05,1.7723556843138335,1.618554991359092,1.618554991359092,1.618554991359092,1.4545637307064705,1.4545637307064705,1.4545637307064705,1.4545637476884532,1.2585271695520803,1.2585271695520803,1.261707547959518,1.62,1.62,1.4556932556394824
