Epoch,epoch_loss,epoch_acc,val_loss,val_acc
[1 / 100],0.9655125918309333,0.525414364640884,0.8039828836917877,0.6318448171347747
[2 / 100],0.6850223404350202,0.6504972375690607,0.34367642626166345,0.7676298242069105
[3 / 100],0.43489725550235303,0.7691160220994475,0.3139219153672457,0.7837947060012124
[4 / 100],0.35909309254454974,0.8141436464088397,0.19447405474784318,0.8042028692665185
[5 / 100],0.3375787153169873,0.8256353591160221,0.16911880753177683,0.8294604970701152
[6 / 100],0.31129460182473145,0.835414364640884,0.16188771845772862,0.8244089715093958
[7 / 100],0.3037867347660953,0.8402209944751381,0.14983911688032095,0.8488583552232775
[8 / 100],0.29225412294814024,0.8506077348066299,0.15409921439859317,0.8171347747019599
[9 / 100],0.2899445980877322,0.8477348066298342,0.15544901197717992,0.8139017983430996
[10 / 100],0.27575796469081276,0.8534806629834254,0.15550192466689622,0.8181450798141039
[11 / 100],0.27488942411882566,0.8554143646408839,0.15330777740273333,0.8280460699131138
[12 / 100],0.26526535286372577,0.8591160220994475,0.14750337478217262,0.8330975954738331
[13 / 100],0.2658780177073677,0.8603867403314918,0.15375679497997224,0.8238027884421095
[14 / 100],0.2531986418799549,0.8660773480662983,0.15783745724211257,0.8145079814103859
[15 / 100],0.2576587556421407,0.8660773480662983,0.20038342950865626,0.7955142453020813
[16 / 100],0.2455705541445879,0.8702209944751381,0.15012495385271904,0.812689432208527
[17 / 100],0.24289644224780163,0.870939226519337,0.15848773066013563,0.8219842392402505
[18 / 100],0.24751799372397879,0.8731491712707182,0.15683061907211596,0.8153162255001011
[19 / 100],0.236893985340647,0.8738121546961326,0.15941961231827903,0.8227924833299657
[20 / 100],0.24001020525784092,0.8753591160220995,0.14991271598919412,0.8272378258233987
[21 / 100],0.23515629117462003,0.8760773480662983,0.1917458811432425,0.7973327945039402
[22 / 100],0.24341378560539295,0.871049723756906,0.15927052041142814,0.8221863002626794
[23 / 100],0.22933946007673592,0.8783977900552487,0.15192931956165764,0.8205698120832492
[24 / 100],0.23764938498681246,0.8785082872928177,0.16273312979942603,0.8134976762982421
[25 / 100],0.22603705443495895,0.8829834254143646,0.21153965470512048,0.7999595877955142
[26 / 100],0.2279117077668146,0.8811049723756906,0.1549764963306977,0.825217215599111
[27 / 100],0.22392948602058652,0.8813812154696132,0.1570514990748279,0.8076379066478077
[28 / 100],0.21901939067991516,0.882817679558011,0.14643035666166498,0.8312790462719741
[29 / 100],0.22345772233241087,0.8833149171270718,0.14434774035343878,0.8357243887654071
[30 / 100],0.2185314775203697,0.8835911602209945,0.14814367852550242,0.821580117195393
[31 / 100],0.22801883103067405,0.8819337016574585,0.1465452264264968,0.8223883612851081
[32 / 100],0.2173158531106149,0.8867955801104972,0.1604152824727862,0.8141038593655284
[33 / 100],0.2206355399137314,0.885414364640884,0.20560755387174368,0.7936956961002223
[34 / 100],0.21612538527641045,0.8870165745856353,0.14596415479257985,0.8264295817336835
[35 / 100],0.210349569529924,0.8872375690607734,0.1554291307751555,0.8205698120832492
[36 / 100],0.21931060631746602,0.8865745856353591,0.14801949156005775,0.8193574459486765
[37 / 100],0.21262629738029926,0.887182320441989,0.16085534796584397,0.8199636290159629
[38 / 100],0.20977095084516356,0.8886187845303868,0.1462534911248269,0.8266316427561123
[39 / 100],0.21056735752779446,0.8876795580110497,0.15009272648208044,0.8167306526571024
[40 / 100],0.21172171811420773,0.8887292817679558,0.15548176412964346,0.8292584360476865
[41 / 100],0.20893346487778594,0.8888397790055249,0.14868135034030275,0.8258233986663972
