TIME1,V1,V2,V3,V4,V5,V6,V7,V8,V9,V14,V10,V11,V12,V13,label
0.0,0.4886378365332444,0.5042133497835432,0.499337407975625,0.4980857527130573,0.4872737121611002,0.4872737121611002,0.4872737121611002,0.4872733531909876,0.4840406632685033,0.4840406632685033,0.4851000974920177,0.0,0.0,0.4839001640872609,2
1e-07,0.4888198695903929,0.5042452742337806,0.4993692674835063,0.4982241041480844,0.48713862110703,0.48713862110703,0.48713862110703,0.4871382489025271,0.4836166035358839,0.4836166035358839,0.4849766121949733,0.0,0.0,0.4834756451677408,2
2e-07,0.4890019023600864,0.5042509384323633,0.4993749201596854,0.4982486511644421,0.4869637403170051,0.4869637403170051,0.4869637403170051,0.4869633635629157,0.4833185941442923,0.4833185941442923,0.4848026984732062,0.0,0.0,0.4831772333513153,2
4e-07,0.4893659658872906,0.504253509096854,0.4993774855947983,0.4982597916889806,0.4866007111945945,0.4866007111945945,0.4866007111945945,0.4866003163092411,0.4825267141332298,0.4825267141332298,0.4843266697812989,0.0,0.0,0.4823843854000388,2
8e-07,0.4900940768443229,0.5042530843407211,0.4993770617027261,0.4982579509174067,0.4858662375208858,0.4858662375208858,0.4858662375208858,0.4858658188542226,0.4811819057203408,0.4811819057203408,0.4830627977815779,0.0,0.0,0.4810378155423203,2
1.6e-06,0.4915501699820794,0.504256157256976,0.4993801283678969,0.4982712680574175,0.4844033722102941,0.4844033722102941,0.4844033722102941,0.4844028862938397,0.4781068559754397,0.4781068559754397,0.4801720684984417,0.0,0.0,0.4779589540682241,2
3.2e-06,0.4944613261335795,0.504258958108187,0.4993829235214725,0.4982834061453549,0.481473646937905,0.481473646937905,0.481473646937905,0.4814730505477768,0.4724311953005673,0.4724311953005673,0.4744029150073641,0.0,0.0,0.4722760289570947,2
6.4e-06,0.5002754002105448,0.504267583303509,0.4993915311709792,0.4983207852745583,0.4756272226110024,0.4756272226110024,0.4756272226110024,0.4756263787466742,0.4605662606496014,0.4605662606496014,0.4628266169354279,0.0,0.0,0.4603961854452397,2
1.24799999999e-05,0.5112625582854391,0.5042813874197717,0.4994053072061997,0.4983806083656383,0.4645756714265079,0.4645756714265079,0.4645756714265079,0.4645743825681939,0.4385927624835514,0.4385927624835514,0.440999269062024,0.0,0.0,0.4383948529748373,2
2.46399999999e-05,0.5327775155860709,0.5043086997455904,0.4994325639718825,0.4984989721727779,0.4429370965174143,0.4429370965174143,0.4429370965174143,0.4429349266132941,0.3953746764651793,0.3953746764651793,0.3982230093703736,0.0,0.0,0.3951221193331168,2
4.02649999999e-05,0.5588457253109386,0.5043404319241508,0.4994642315992155,0.4986364903573577,0.4167211093666638,0.4167211093666638,0.4167211093666638,0.4167178725265073,0.3430239474075607,0.3430239474075607,0.3463723524604268,0.0,0.0,0.3427051899358839,2
5.58899999999e-05,0.5822158852431172,0.5043667641957639,0.4994905103043693,0.4987506068899239,0.3932201487105023,0.3932201487105023,0.3932201487105023,0.3932159556604024,0.2960994478576587,0.2960994478576587,0.2998502869917019,0.0,0.0,0.2957213495154846,2
7.1515e-05,0.6019898932425495,0.5043879525870243,0.499511655593116,0.4988424313164992,0.3733392399166803,0.3733392399166803,0.3733392399166803,0.3733342381732009,0.2564075826710078,0.2564075826710078,0.2604723201965512,0.0,0.0,0.2559792876447079,2
8.714e-05,0.6174078452712091,0.5044016717324453,0.4995253468303468,0.4989018861682579,0.3578401047845515,0.3578401047845515,0.3578401047845515,0.3578344729574223,0.2254712831524479,0.2254712831524479,0.2297203040372359,0.0,0.0,0.2250038605345868,2
0.000102765,0.6278772380791215,0.5044088971279055,0.4995325575275365,0.498933198965287,0.3473206426302875,0.3473206426302875,0.3473206426302875,0.3473145835256209,0.2044817651960354,0.2044817651960354,0.2088055203507107,0.0,0.0,0.2039877917996718,2
0.00011839,0.632995738771982,0.5044078567344095,0.4995315192504623,0.4989286901974901,0.3421828454684276,0.3421828454684276,0.3421828454684276,0.342176578331354,0.1942433382321292,0.1942433382321292,0.1985040131738245,0.0,0.0,0.1937364071785995,2
0.000134015,0.6325666462386519,0.5044000766167719,0.4995237549595395,0.4988949733932273,0.3426264070069,0.3426264070069,0.3426264070069,0.3426201590565387,0.1951517168107133,0.1951517168107133,0.1992376674161164,0.0,0.0,0.1946459231491298,2
0.0001496399999999,0.6266064502645493,0.5043843779174646,0.4995080881953327,0.498826939721197,0.3486320414517584,0.3486320414517584,0.3486320414517584,0.3486260391918441,0.2071697753617277,0.2071697753617277,0.2109538723891475,0.0,0.0,0.2066791665015583,2
0.000165265,0.615344197838443,0.5043628335869423,0.499486587691394,0.4987335727556803,0.3599711817965029,0.3599711817965029,0.3599711817965029,0.3599656422656949,0.2298378398385427,0.2298378398385427,0.2332253018635295,0.0,0.0,0.2293758835288032,2
0.00018089,0.5992126910051238,0.5043348100409735,0.4994586211523616,0.4986121267238617,0.3762058559961612,0.3762058559961612,0.3762058559961612,0.3762009784751934,0.2622826522114482,0.2622826522114482,0.26517455569473,0.0,0.0,0.2618617112553394,2
0.000196515,0.5788318545255429,0.5043028376464979,0.499426713797773,0.4984735675122218,0.3967143762055373,0.3967143762055373,0.3967143762055373,0.3967103345087948,0.3032594736968685,0.3032594736968685,0.3055940439947143,0.0,0.0,0.3028903385008175,2
0.00021214,0.5549849125159061,0.504266699683195,0.499390649348171,0.4983169559168861,0.4207064206782996,0.4207064206782996,0.4207064206782996,0.420703356526578,0.351191523258738,0.351191523258738,0.3529115003247078,0.0,0.0,0.3508829895981092,2
0.000227765,0.5285882895841245,0.5042292223317962,0.4993532482351253,0.4981545397966882,0.4472621659082306,0.4472621659082306,0.4472621659082306,0.4472601834281345,0.404238827580949,0.404238827580949,0.4053263454082635,0.0,0.0,0.4039973660715817,2
0.00024339,0.5006563931460697,0.5041904163432067,0.4993145211876709,0.497986365742975,0.4753589228035583,0.4753589228035583,0.4753589228035583,0.4753580845821676,0.4603608090788593,0.4603608090788593,0.4608075899697357,0.0,0.0,0.460190309100785,2
0.000259015,0.4722626303174683,0.504153194609307,0.4992773751721338,0.4978250573958953,0.5039191020916375,0.5039191020916375,0.5039191020916375,0.503919426713435,0.5174026977680333,0.5174026977680333,0.5172388100415234,0.0,0.0,0.5173043253413574,2
0.00027464,0.4444981574804177,0.504117573778718,0.4992418268032679,0.4976706869058112,0.5318430092250095,0.5318430092250095,0.5318430092250095,0.5318444706171281,0.5731704656290244,0.5731704656290244,0.5724366554292148,0.0,0.0,0.5731426113309774,2
0.000290265,0.41842994775555,0.5040863287165076,0.4992106453013678,0.4975352797441479,0.5580596737783963,0.5580596737783963,0.5580596737783963,0.5580622021517254,0.6255228985106429,0.6255228985106429,0.6242937278547593,0.0,0.0,0.6255612465314617,2
0.00030589,0.3950597878233716,0.5040592619167873,0.4991836335623216,0.4974179799768841,0.5815594846863832,0.5815594846863832,0.5815594846863832,0.5815629692796814,0.6724462353088579,0.6724462353088579,0.670804210654574,0.0,0.0,0.6725439221638061,2
0.000321515,0.3752857798239392,0.5040388040891007,0.4991632173509987,0.4973293216038521,0.60144146368242,0.60144146368242,0.60144146368242,0.6014457569554698,0.7121390971283901,0.7121390971283901,0.7101929110938529,0.0,0.0,0.712286982497323,2
0.00033714,0.3598678277952796,0.5040243585130071,0.4991488011608379,0.4972667186093615,0.6169394613473856,0.6169394613473856,0.6169394613473856,0.616944384715292,0.7430742720069696,0.7430742720069696,0.7409347097977736,0.0,0.0,0.7432612829726144,2
0.000352765,0.3493984349873671,0.504017855634156,0.499142311510477,0.4972385369926333,0.6274599815224615,0.6274599815224615,0.6274599815224615,0.6274653321531882,0.7640647504315959,0.7640647504315959,0.7618589450636545,0.0,0.0,0.7642783139657974,2
0.00036839,0.3442799342945069,0.5040181775937388,0.499142632815113,0.4972399322733651,0.6325966533455575,0.6325966533455575,0.6325966533455575,0.632602212020903,0.7743020871765688,0.7743020871765688,0.7721514388467938,0.0,0.0,0.7745286064115275,2
0.000384015,0.3447090268278368,0.5040266722810472,0.4991511102220923,0.497276745818171,0.6321541377980157,0.6321541377980157,0.6321541377980157,0.6321596772710075,0.773394636375934,0.773394636375934,0.7714261054689779,0.0,0.0,0.7736200199719792,2
0.00039964,0.3506692228019394,0.5040416604438192,0.4991660678951737,0.4973417002281137,0.6261473899922606,0.6261473899922606,0.6261473899922606,0.6261526837878677,0.7613755187557897,0.7613755187557897,0.7597019490197846,0.0,0.0,0.7615857156297405,2
0.000415265,0.361931475228046,0.5040639114958143,0.4991882736829361,0.4974381299223291,0.6148092837582408,0.6148092837582408,0.6148092837582408,0.6148141148083216,0.7387083524474579,0.7387083524474579,0.7374378431935186,0.0,0.0,0.7388898984895069,2
