Epoch,epoch_loss,epoch_acc,val_loss,val_acc
[1 / 100],1.227648860028198,0.4032112676056338,1.4102646648883819,0.36007424211177563
[2 / 100],1.2473524845129735,0.38540845070422536,1.242080295085907,0.42276758094452466
[3 / 100],1.2448367622790035,0.38828169014084507,1.231962889432907,0.42276758094452466
[4 / 100],1.2448166691370912,0.3873802816901408,1.2071906805038453,0.42276758094452466
[5 / 100],1.244853025218388,0.3867605633802817,1.2311913251876831,0.42276758094452466
[6 / 100],1.2442794705296423,0.38856338028169013,1.227404820919037,0.42276758094452466
[7 / 100],1.238464246596302,0.3969577464788732,1.2272105991840363,0.4526706537430398
[8 / 100],1.2346041413309339,0.40467605633802817,1.1049465239048004,0.46545679521550837
[9 / 100],1.1980255402557485,0.42107042253521126,1.1456439435482024,0.46648793565683644
[10 / 100],1.1701535548310023,0.4292957746478873,1.0453294336795806,0.4893792534543205
[11 / 100],1.1404327335389886,0.43983098591549297,1.0468610167503356,0.4848422355124768
[12 / 100],1.1547974974319741,0.43797183098591547,1.1713979363441467,0.48525469168900803
[13 / 100],1.1814675744589385,0.43295774647887325,1.0915228426456451,0.4289544235924933
[14 / 100],1.1230051018767528,0.44647887323943664,1.0439337253570558,0.4782429366879769
[15 / 100],1.083586905386534,0.48056338028169016,0.9784613728523255,0.5306248711074448
[16 / 100],0.9768362027165052,0.5433802816901409,0.7552655026316643,0.6234275108269747
[17 / 100],0.7667050063945688,0.6347042253521127,0.5678095445036888,0.6923076923076923
[18 / 100],0.6876631864589883,0.6650704225352113,0.5347827315330506,0.7288100639307074
[19 / 100],0.5581852330884955,0.7436619718309859,0.4860150061547756,0.7257166426067231
[20 / 100],0.44467278767947677,0.784281690140845,0.35711753070354463,0.7605691895236131
[21 / 100],0.40274417303032706,0.8071549295774648,0.28012461215257645,0.7912971746751908
[22 / 100],0.3735519559584088,0.8234366197183098,0.2675139207392931,0.7921220870282533
[23 / 100],0.36173133032715266,0.8339718309859155,0.2236941536422819,0.825531037327284
[24 / 100],0.32977713452366825,0.856,0.5497190583497286,0.7030315528975046
[25 / 100],0.3387827920299527,0.8434366197183099,0.2668660759925842,0.7910909465869251
[26 / 100],0.2947631062822299,0.8655774647887324,0.23317989222705365,0.8061455970303155
[27 / 100],0.2905471466863444,0.8727323943661972,0.41147832591086625,0.7494328727572696
