X--Trace 1::[transient: TIME],Y--Trace 1::[PR10: V(8)],,X--Trace 2::[transient: TIME],Y--Trace 2::[PR8: V(5)],,X--Trace 3::[transient: TIME],Y--Trace 3::[PR1: V(1)],,X--Trace 4::[transient: TIME],Y--Trace 4::[PR2: V(2)],,X--Trace 5::[transient: TIME],Y--Trace 5::[PR3: V(2)],,X--Trace 6::[transient: TIME],Y--Trace 6::[PR4: V(2)],,X--Trace 7::[transient: TIME],Y--Trace 7::[PR5: V(3)],,X--Trace 8::[transient: TIME],Y--Trace 8::[PR6: V(3)],,X--Trace 9::[transient: TIME],Y--Trace 9::[PR7: V(3)],,X--Trace 10::[transient: TIME],Y--Trace 10::[PR9: V(7)],,X--Trace 11::[transient: TIME],Y--Trace 11::[PR14: V(7)],,X--Trace 12::[transient: TIME],Y--Trace 12::[PR11: V(4)],,X--Trace 13::[transient: TIME],Y--Trace 13::[PR12: V(4)],,X--Trace 14::[transient: TIME],Y--Trace 14::[PR13: V(6)]
0.0023320000000000016,2.2446535334089117,,0.0023320000000000016,2.034804324520359,,0.0023320000000000016,1.1912366719031688,,0.0023320000000000016,1.6178274838621267,,0.0023320000000000016,1.6178274838621267,,0.0023320000000000016,1.6178274838621267,,0.0023320000000000016,2.0348042730975484,,0.0023320000000000016,2.0348042730975484,,0.0023320000000000016,2.0348042730975484,,0.0023320000000000016,2.245824314458796,,0.0023320000000000016,2.245824314458796,,0.0023320000000000016,1.62,,0.0023320000000000016,1.62,,0.0023320000000000016,2.0372152210926098
0.0023476250000000016,2.3078432451860857,,0.0023476250000000016,2.0766285151818957,,0.0023476250000000016,1.1492941518742985,,0.0023476250000000016,1.6178038439070088,,0.0023476250000000016,1.6178038439070088,,0.0023476250000000016,1.6178038439070088,,0.0023476250000000016,2.076628462859432,,0.0023476250000000016,2.076628462859432,,0.0023476250000000016,2.076628462859432,,0.0023476250000000016,2.308611225829241,,0.0023476250000000016,2.308611225829241,,0.0023476250000000016,1.62,,0.0023476250000000016,1.62,,0.0023476250000000016,2.07907315048091
0.0023632500000000016,2.3439363998057052,,0.0023632500000000016,2.100395589364583,,0.0023632500000000016,1.1254405936140177,,0.0023632500000000016,1.617798701450302,,0.0023632500000000016,1.617798701450302,,0.0023632500000000016,1.617798701450302,,0.0023632500000000016,2.10039553679702,,0.0023632500000000016,2.10039553679702,,0.0023632500000000016,2.10039553679702,,0.0023632500000000016,2.3442758151325678,,0.0023632500000000016,2.3442758151325678,,0.0023632500000000016,1.62,,0.0023632500000000016,1.62,,0.0023632500000000016,2.102849540086051
0.0023788750000000016,2.3515446410213814,,0.0023788750000000016,2.105195566175879,,0.0023788750000000016,1.12059267598904,,0.0023788750000000016,1.6178139426438658,,0.0023788750000000016,1.6178139426438658,,0.0023788750000000016,1.6178139426438658,,0.0023788750000000016,2.1051955142775753,,0.0023788750000000016,2.1051955142775753,,0.0023788750000000016,2.1051955142775753,,0.0023788750000000016,2.351438658947671,,0.0023788750000000016,2.351438658947671,,0.0023788750000000016,1.62,,0.0023788750000000016,1.62,,0.0023788750000000016,2.107624777510883
0.0023945000000000017,2.330376905262497,,0.0023945000000000017,2.090840622410257,,0.0023945000000000017,1.1349367017549497,,0.0023945000000000017,1.6178473014391923,,0.0023945000000000017,1.6178473014391923,,0.0023945000000000017,1.6178473014391923,,0.0023945000000000017,2.090840571818321,,0.0023945000000000017,2.090840571818321,,0.0023945000000000017,2.090840571818321,,0.0023945000000000017,2.3298334275735253,,0.0023945000000000017,2.3298334275735253,,0.0023945000000000017,1.62,,0.0023945000000000017,1.62,,0.0023945000000000017,2.09322130619993
0.0024101250000000017,2.2812453253233516,,0.0024101250000000017,2.0578857522927216,,0.0024101250000000017,1.167921438045785,,0.0024101250000000017,1.6178991680806871,,0.0024101250000000017,1.6178991680806871,,0.0024101250000000017,1.6178991680806871,,0.0024101250000000017,2.0578857038467473,,0.0024101250000000017,2.0578857038467473,,0.0024101250000000017,2.0578857038467473,,0.0024101250000000017,2.280281367764455,,0.0024101250000000017,2.280281367764455,,0.0024101250000000017,1.62,,0.0024101250000000017,1.62,,0.0024101250000000017,2.0601866264839233
0.0024257500000000017,2.2060393320814784,,0.0024257500000000017,2.007594062671946,,0.0024257500000000017,1.218279299943942,,0.0024257500000000017,1.6179658852528314,,0.0024257500000000017,1.6179658852528314,,0.0024257500000000017,1.6179658852528314,,0.0024257500000000017,2.007594016875202,,0.0024257500000000017,2.007594016875202,,0.0024257500000000017,2.007594016875202,,0.0024257500000000017,2.2046958496669764,,0.0024257500000000017,2.2046958496669764,,0.0024257500000000017,1.62,,0.0024257500000000017,1.62,,0.0024257500000000017,2.00979631429575
0.0024413750000000017,2.1076477032423515,,0.0024413750000000017,1.941901544497716,,0.0024413750000000017,1.2840750630576894,,0.0024413750000000017,1.618046545124797,,0.0024413750000000017,1.618046545124797,,0.0024413750000000017,1.618046545124797,,0.0024413750000000017,1.9419015020066999,,0.0024413750000000017,1.9419015020066999,,0.0024413750000000017,1.9419015020066999,,0.0024413750000000017,2.1059723732774605,,0.0024413750000000017,2.1059723732774605,,0.0024413750000000017,1.62,,0.0024413750000000017,1.62,,0.0024413750000000017,1.9439807048386137
0.0024570000000000017,1.9898529208420312,,0.0024570000000000017,1.8633294261477031,,0.0024570000000000017,1.3627802331092547,,0.0024570000000000017,1.618136399908606,,0.0024570000000000017,1.618136399908606,,0.0024570000000000017,1.618136399908606,,0.0024570000000000017,1.863329387235647,,0.0024570000000000017,1.863329387235647,,0.0024570000000000017,1.863329387235647,,0.0024570000000000017,1.9879141186202007,,0.0024570000000000017,1.9879141186202007,,0.0024570000000000017,1.62,,0.0024570000000000017,1.62,,0.0024570000000000017,1.8652752467051297
0.0024726250000000017,1.8571804106801009,,0.0024726250000000017,1.7749004677073335,,0.0024726250000000017,1.451370214551924,,0.0024726250000000017,1.6182336366684105,,0.0024726250000000017,1.6182336366684105,,0.0024726250000000017,1.6182336366684105,,0.0024726250000000017,1.7749004327673628,,0.0024726250000000017,1.7749004327673628,,0.0024726250000000017,1.7749004327673628,,0.0024726250000000017,1.8550486082103457,,0.0024726250000000017,1.8550486082103457,,0.0024726250000000017,1.62,,0.0024726250000000017,1.62,,0.0024726250000000017,1.7766982896885892
