Epoch,epoch_loss,epoch_acc,val_loss,val_acc
[1 / 100],0.7597473478145736,0.6285556170448257,0.591170332558055,0.6776227785209249
[2 / 100],0.5244035222498039,0.7177089097952407,0.471417554718165,0.7435505446206765
[3 / 100],0.48429546595922673,0.7391256225788599,0.4465357198714072,0.7706860309573859
[4 / 100],0.4582153073227003,0.7578859988931932,0.4335991303855909,0.7703038410089814
[5 / 100],0.4436559684092192,0.7666297731045932,0.5970858191602103,0.6780049684693292
[6 / 100],0.4236931671869313,0.773049252905368,0.4089764583116497,0.7706860309573859
[7 / 100],0.4112564116184495,0.7774764803541782,0.4310346147745762,0.7706860309573859
[8 / 100],0.4081131193393096,0.7815716657443276,0.4265830283344702,0.7135486336709345
[9 / 100],0.3873480612852244,0.7975650249031544,0.46537282208393094,0.6640550353525703
[10 / 100],0.3814618414176157,0.8025456557830658,0.5214143435520525,0.7458436843111026
[11 / 100],0.3766223110576064,0.8062534587714444,0.5029879158064154,0.618765526466654
[12 / 100],0.3740177984186049,0.8037078029883785,0.4901138006474908,0.6864131473342251
[13 / 100],0.3688523182526899,0.805201992252352,0.5298420074431383,0.7003630804509842
[14 / 100],0.36759694943366356,0.8049252905368013,0.5562715305456223,0.7624689470666921
[15 / 100],0.35907125559815334,0.8072495849474267,0.5391529301280966,0.7060959296770495
[16 / 100],0.365232304390056,0.8071942446043165,0.6249619418229083,0.589910185362125
[17 / 100],0.352959098496413,0.8109020475926951,0.5998001489290641,0.6650105102235812
[18 / 100],0.35288477115390804,0.8124515771997787,0.603846104403261,0.6403592585515001
[19 / 100],0.34434869437461474,0.8184836745987825,0.633187665241479,0.6153258169310147
[20 / 100],0.3369571502249859,0.8219701162147205,0.673804689895447,0.6095929677049493
[21 / 100],0.3349726881170115,0.8237410071942446,0.7433671425203331,0.6625262755589528
[22 / 100],0.32827030773091376,0.8264526840066408,0.7710714225038773,0.631759984712402
[23 / 100],0.33033660231400375,0.8267847260653016,0.7705226734650271,0.5891458054653163
[24 / 100],0.31737064333930487,0.8322634200332042,0.7774552908505648,0.6227785209248997
[25 / 100],0.31475114331935805,0.8328721638074156,0.8297440018291578,0.6361551691190521
[26 / 100],0.3106093255253576,0.832208079690094,0.8748317418037025,0.6390215937320849
[27 / 100],0.3026444331787147,0.8355285002767017,0.8261987930572527,0.6481941524937894
[28 / 100],0.2978884420338575,0.8390702822357499,0.9358414032048624,0.5505446206764762
[29 / 100],0.292623602507371,0.8405644714997234,0.9867866575319804,0.5348748327918976
[30 / 100],0.29227162496479026,0.8390702822357499,1.1252373844697958,0.5266577489012039
[31 / 100],0.2848942437411225,0.8394576646375208,1.0059604005646388,0.638066118861074
[32 / 100],0.2880513050551753,0.8389596015495296,1.0622019435897583,0.6021402637110644
